Unique_ID,Planting_Year,Year,Yard_Age,Variety,Variety_Susceptibility,FS_Binary,Pruning_Type,Mech_Prune,Pruning_Quality,Poor_Prune,Suscept_Binary,Flagshoots,Second_Year
361,2013,2016,3,Magnum,4,0,Chemical,1,5,1,1,0,0
362,1998,2016,18,Sterling,3,1,Notprune,1,5,1,1,0.025,0
363,2000,2017,17,Sterling,3,0,Chemical,1,2,0,1,0,0
364,2014,2017,3,Centennial,3,0,Mechanic,0,1,0,1,0,0
365,2011,2017,6,Centennial,3,0,Mechanic,0,1,0,1,0,0
366,2014,2017,3,Willamette,3,0,Mow_chem,1,1,0,1,0,0
367,2014,2017,3,Willamette,3,0,Mow_chem,1,1,0,1,0,0
368,2013,2017,4,Chinook,4,0,Mow_chem,1,1,0,1,0,0
369,1993,2017,24,Nugget,4,0,Mow_chem,1,1,0,1,0,0
370,2009,2017,8,Nugget,4,0,Chemical,1,3,1,1,0,0
371,2014,2017,3,Crystal,0,0,Chemical,1,2,0,0,0,0
372,2012,2017,5,Centennial,3,0,Chemical,1,3,1,1,0,0
373,2014,2017,3,Cascade,1,0,Mechanic,0,1,0,0,0,0
374,1993,2017,24,Nugget,4,0,Mow_chem,1,1,0,1,0,0
375,1998,2017,19,Sterling,3,0,Mechanic,0,1,0,1,0,0
376,2011,2017,6,Sterling,3,0,Notprune,1,5,1,1,0,0
377,2013,2017,4,Tettnang,3,1,Chemical,1,3,1,1,0.00125,0
378,2013,2017,4,Bullion,2,0,Mechanic,0,1,0,1,0,0
379,2016,2017,1,Cascade,1,0,Notprune,1,5,1,0,0,1
380,2012,2014,2,Meridian,3,0,Chemical,1,1,0,1,0,0
381,2014,2014,0,Magnum,4,0,Chemical,1,1,0,1,0,0
382,2013,2014,1,Santiam,1,0,Chemical,1,1,0,0,0,1
383,2006,2014,8,Nugget,4,0,Other,1,2,0,1,0,0
384,1988,2014,26,Willamette,3,0,Notprune,1,5,1,1,0,0
385,2012,2014,2,Magnum,4,0,Chemical,1,4,1,1,0,0
386,1995,2015,20,Nugget,4,0,Mechanic,0,2,0,1,0,0
387,2016,2017,1,Centennial,3,0,Chemical,1,3,1,1,0,1
388,2011,2017,6,Saaz,3,0,Chemical,1,3,1,1,0,0
389,1999,2017,18,Magnum,4,0,Chemical,1,5,1,1,0,0
390,2006,2017,11,Nugget,4,0,Mechanic,0,1,0,1,0,0
391,2014,2017,3,Golding,4,0,Mechanic,0,1,0,1,0,0
392,2014,2017,3,Chinook,4,0,Mechanic,0,1,0,1,0,0
393,2014,2017,3,Centennial,3,0,Mechanic,0,1,0,1,0,0
394,2013,2017,4,Cascade,1,0,Mechanic,0,1,0,0,0,0
395,2013,2017,4,Bravo,4,0,Mow_chem,1,1,0,1,0,0
396,2013,2017,4,Apollo,5,0,Mow_chem,1,1,0,1,0,0
397,2013,2017,4,Cascade,1,0,Mow_chem,1,1,0,0,0,0
398,NA,2017,NA,Centennial,3,0,Notprune,1,5,1,1,0,0
399,2016,2017,1,Crystal,0,0,Chemical,1,3,1,0,0,1
400,2016,2017,1,Citra,2,0,Mechanic,0,2,0,1,0,1
401,2006,2017,11,Nugget,4,0,Mechanic,0,1,0,1,0,0
402,1994,2017,23,Nugget,4,0,Chemical,1,2,0,1,0,0
403,1995,2017,22,Nugget,4,0,Mechanic,0,1,0,1,0,0
404,2014,2017,3,Tettnang,3,0,Chemical,1,2,0,1,0,0
405,1995,2017,22,Nugget,4,0,Mechanic,0,1,0,1,0,0
406,2014,2017,3,Magnum,4,0,Chemical,1,2,0,1,0,0
407,2008,2017,9,SuperGalena,5,1,Mechanic,0,1,0,1,0.0025,0
408,1991,2017,26,Nugget,4,0,Chemical,1,3,1,1,0,0
409,2013,2017,4,Magnum,4,0,Chemical,1,3,1,1,0,0
410,2014,2017,3,SorachiAce,3,0,Mechanic,0,1,0,1,0,0
411,1984,2017,33,Nugget,4,0,Chemical,1,2,0,1,0,0
412,1988,2017,29,Nugget,4,0,Mechanic,0,1,0,1,0,0
413,1995,2017,22,Nugget,4,0,Mechanic,0,1,0,1,0,0
414,2016,2017,1,Citra,2,1,Notprune,1,5,1,1,0.00125,1
415,1995,2017,22,Nugget,4,0,Mechanic,0,1,0,1,0,0
416,2016,2017,1,Delta,3,1,Notprune,1,5,1,1,0.00625,1
417,2016,2017,1,Simcoe,4,0,Mow_chem,1,4,1,1,0,1
418,2013,2014,1,Cascade,1,0,Chemical,1,4,1,0,0,1
419,2012,2014,2,Santiam,1,0,Chemical,1,2,0,0,0,0
420,2012,2014,2,Centennial,3,0,Chemical,1,1,0,1,0,0
421,2012,2014,2,Cascade,1,0,Chemical,1,3,1,0,0,0
422,2013,2014,1,Centennial,3,0,Chemical,1,4,1,1,0,1
423,2013,2014,1,Tettnang,3,1,Chemical,1,3,1,1,0.005,1
424,1995,2016,21,Nugget,4,0,Mechanic,0,2,0,1,0,0
425,2008,2016,8,SuperGalena,5,1,Mechanic,0,3,1,1,0.00625,0
426,1995,2016,21,Nugget,4,0,Mechanic,0,4,1,1,0,0
427,1995,2016,21,Nugget,4,0,Mechanic,0,4,1,1,0,0
428,1995,2016,21,Nugget,4,1,Mechanic,0,4,1,1,0.00375,0
429,2015,2017,2,Amarillo,3,0,Mechanic,0,1,0,1,0,0
430,2014,2017,3,Mt.Hood,2,0,Chemical,1,1,0,1,0,0
431,1992,2017,25,Nugget,4,0,Mechanic,0,1,0,1,0,0
432,2000,2017,17,Willamette,3,0,Chemical,1,2,0,1,0,0
433,1991,2017,26,Nugget,4,0,Mechanic,0,1,0,1,0,0
434,2012,2014,2,Centennial,3,0,Chemical,1,2,0,1,0,0
435,2012,2014,2,BrewersGold,4,0,Mechanic,0,4,1,1,0,0
436,1988,2014,26,Nugget,4,0,Mechanic,0,1,0,1,0,0
437,2009,2014,5,SuperGalena,5,0,Mechanic,0,5,1,1,0,0
438,1984,2014,30,Nugget,4,0,Chemical,1,3,1,1,0,0
439,1986,2014,28,Nugget,4,0,Chemical,1,4,1,1,0,0
440,1991,2014,23,Nugget,4,0,Chemical,1,3,1,1,0,0
441,1984,2014,30,Nugget,4,0,Chemical,1,3,1,1,0,0
442,1992,2017,25,Nugget,4,0,Mechanic,0,1,0,1,0,0
443,2016,2017,1,Simcoe,4,0,Mechanic,0,1,0,1,0,1
444,1992,2017,25,Nugget,4,0,Mechanic,0,1,0,1,0,0
445,2004,2017,13,Willamette,3,0,Chemical,1,2,0,1,0,0
446,2006,2017,11,Nugget,4,1,Chemical,1,3,1,1,0.00125,0
447,1981,2014,33,Willamette,3,0,Notprune,1,5,1,1,0,0
448,2002,2017,15,Willamette,3,0,Chemical,1,2,0,1,0,0
449,2008,2014,6,SuperGalena,5,1,Chemical,1,4,1,1,0.02,0
450,1994,2014,20,Nugget,4,1,Chemical,1,2,0,1,0.05,0
451,2013,2014,1,Bullion,2,0,Notprune,1,5,1,1,0,1
452,2016,2017,1,Crystal,0,0,Chemical,1,2,0,0,0,1
453,2016,2017,1,Golding,4,0,Chemical,1,3,1,1,0,1
454,2016,2017,1,Golding,4,0,Chemical,1,4,1,1,0,1
455,2013,2017,4,Chinook,4,0,Chemical,1,3,1,1,0,0
456,2013,2017,4,SorachiAce,3,0,Chemical,1,4,1,1,0,0
457,2011,2017,6,Columbia,2,0,Chemical,1,3,1,1,0,0
458,2011,2017,6,Tettnang,3,0,Chemical,1,3,1,1,0,0
459,2007,2017,10,Cascade,1,0,Chemical,1,3,1,0,0,0
460,2002,2017,15,Fuggle,1,0,Chemical,1,3,1,0,0,0
461,2002,2017,15,Fuggle,1,0,Chemical,1,2,0,0,0,0
462,2000,2017,17,Liberty,1,0,Chemical,1,2,0,0,0,0
463,2000,2017,17,Liberty,1,0,Notprune,1,5,1,0,0,0
464,2000,2017,17,Liberty,1,0,Notprune,1,5,1,0,0,0
465,1998,2017,19,Willamette,3,0,Chemical,1,3,1,1,0,0
466,2013,2017,4,Crystal,0,0,Chemical,1,3,1,0,0,0
467,1990,2017,27,Mt.Hood,2,0,Chemical,1,1,0,1,0,0
468,2014,2017,3,Cascade,1,0,Chemical,1,1,0,0,0,0
469,2014,2017,3,Sterling,3,0,Chemical,1,1,0,1,0,0
470,2015,2017,2,Cascade,1,0,Chemical,1,1,0,0,0,0
471,2014,2017,3,Crystal,0,0,Chemical,1,1,0,0,0,0
472,2014,2017,3,Crystal,0,0,Mechanic,0,1,0,0,0,0
473,2013,2017,4,Crystal,0,0,Notprune,1,5,1,0,0,0
474,2016,2017,1,Cascade,1,0,Chemical,1,1,0,0,0,1
475,2013,2017,4,Santiam,1,0,Notprune,1,5,1,0,0,0
476,2002,2017,15,Fuggle,1,1,Chemical,1,2,0,0,0.00125,0
477,1999,2017,18,Magnum,4,0,Chemical,1,3,1,1,0,0
478,1999,2017,18,Hallertau,2,1,Chemical,1,3,1,1,0.00125,0
479,2015,2017,2,Tettnang,3,1,Chemical,1,3,1,1,0.00125,0
480,2016,2017,1,Cascade,1,0,Chemical,1,1,0,0,0,1
481,2014,2017,3,Willamette,3,0,Chemical,1,3,1,1,0,0
482,2012,2017,5,Sterling,3,0,Chemical,1,2,0,1,0,0
483,2017,2017,0,Comet,0,NA,Notprune,1,5,1,0,NA,0
484,2016,2018,2,Mosaic,1,0,Chemical,1,4,1,0,0,0
485,2016,2018,2,Crystal,0,0,Chemical,1,3,1,0,0,0
486,2016,2018,2,Centennial,3,0,Chemical,1,5,1,1,0,0
487,2016,2018,2,Crystal,0,0,Notprune,1,5,1,0,0,0
488,2016,2018,2,Golding,4,0,Chemical,1,5,1,1,0,0
489,2016,2018,2,Golding,4,0,Chemical,1,5,1,1,0,0
490,2013,2018,5,Chinook,4,0,Notprune,1,5,1,1,0,0
491,2013,2018,5,SorachiAce,3,0,Chemical,1,5,1,1,0,0
492,2011,2018,7,Columbia,2,0,Chemical,1,5,1,1,0,0
493,2011,2018,7,Saaz,3,0,Notprune,1,5,1,1,0,0
494,2007,2018,11,Cascade,1,0,Chemical,1,5,1,0,0,0
495,2002,2018,16,Fuggle,1,1,Notprune,1,5,1,0,0.00375,0
496,2000,2018,18,Liberty,1,0,Notprune,1,5,1,0,0,0
497,2000,2018,18,Liberty,1,0,Notprune,1,5,1,0,0,0
498,2000,2018,18,Liberty,1,0,Notprune,1,5,1,0,0,0
499,1999,2018,19,Magnum,4,0,Notprune,1,5,1,1,0,0
500,1998,2018,20,Willamette,3,0,Notprune,1,5,1,1,0,0
501,2017,2018,1,SuperGalena,5,1,Notprune,1,5,1,1,0.00375,1
502,2017,2018,1,Cascade,1,0,Notprune,1,5,1,0,0,1
503,2016,2018,2,Citra,2,0,Chemical,1,3,1,1,0,0
504,2016,2018,2,Cascade,1,0,Chemical,1,4,1,0,0,0
505,2014,2018,4,Magnum,4,0,Chemical,1,2,0,1,0,0
506,2013,2018,5,Magnum,4,1,Chemical,1,3,1,1,0.14125,0
507,2012,2018,6,Magnum,4,0,Chemical,1,3,1,1,0,0
508,2008,2018,10,SuperGalena,5,0,Chemical,1,4,1,1,0,0
509,2006,2018,12,Nugget,4,0,Mechanic,0,1,0,1,0,0
510,2006,2018,12,Nugget,4,0,Mechanic,0,1,0,1,0,0
511,2000,2018,18,Sterling,3,0,Chemical,1,2,0,1,0,0
512,1991,2018,27,Nugget,4,1,Chemical,1,2,0,1,0.00375,0
513,1990,2018,28,Mt.Hood,2,0,Chemical,1,4,1,1,0,0
514,2015,2018,3,Tahoma,3,0,Chemical,1,4,1,1,0,0
515,2015,2018,3,Centennial,3,0,Chemical,1,4,1,1,0,0
516,2015,2018,3,Simcoe,4,0,Chemical,1,3,1,1,0,0
517,2015,2018,3,Simcoe,4,0,Chemical,1,3,1,1,0,0
518,2015,2018,3,Sterling,3,0,Notprune,1,5,1,1,0,0
519,2014,2018,4,Willamette,3,0,Chemical,1,5,1,1,0,0
520,2017,2018,1,Comet,0,0,Chemical,1,1,0,0,0,1
521,2015,2018,3,Amarillo,3,0,Mechanic,0,1,0,1,0,0
522,2014,2018,4,Golding,4,0,Mechanic,0,1,0,1,0,0
523,2014,2018,4,Centennial,3,0,Mechanic,0,1,0,1,0,0
524,2014,2018,4,Chinook,4,0,Mechanic,0,1,0,1,0,0
525,2014,2018,4,Mt.Hood,2,0,Chemical,1,1,0,1,0,0
526,2014,2018,4,Centennial,3,0,Mechanic,0,1,0,1,0,0
527,2011,2018,7,Centennial,3,0,Notprune,1,5,1,1,0,0
528,1998,2018,20,Sterling,3,0,Mechanic,0,1,0,1,0,0
529,1992,2018,26,Nugget,4,0,Mechanic,0,1,0,1,0,0
530,1992,2018,26,Nugget,4,0,Mechanic,0,1,0,1,0,0
531,2016,2018,2,Centennial,3,0,Mechanic,0,2,0,1,0,0
532,2016,2018,2,Delta,3,1,Mechanic,0,2,0,1,0.001,0
533,2014,2018,4,Cascade,1,0,Mechanic,0,3,1,0,0,0
534,2014,2018,4,Fuggle,1,0,Mechanic,0,2,0,0,0,0
535,2014,2018,4,SorachiAce,3,0,Mechanic,0,3,1,1,0,0
536,2013,2018,5,Cascade,1,0,Mechanic,0,2,0,0,0,0
537,2013,2018,5,Centennial,3,0,Mechanic,0,3,1,1,0,0
538,2013,2018,5,Fuggle,1,0,Mechanic,0,4,1,0,0,0
539,1995,2018,23,Nugget,4,0,Mechanic,0,1,0,1,0,0
540,1995,2018,23,Nugget,4,0,Mechanic,0,2,0,1,0,0
541,1995,2018,23,Nugget,4,0,Mechanic,0,4,1,1,0,0
542,1995,2018,23,Nugget,4,0,Mechanic,0,1,0,1,0,0
543,2014,2018,4,Nugget,4,1,Mow_chem,1,3,1,1,0.00125,0
544,2014,2018,4,Willamette,3,0,Mow_chem,1,5,1,1,0,0
545,2014,2018,4,Willamette,3,1,Mow_chem,1,5,1,1,0.001086957,0
546,2013,2018,5,Chinook,4,0,Mow_chem,1,5,1,1,0,0
547,2013,2018,5,Bravo,4,1,Mow_chem,1,5,1,1,0.00125,0
548,2013,2018,5,Apollo,5,1,Mow_chem,1,2,0,1,0.006,0
549,2013,2018,5,Cascade,1,1,Mow_chem,1,3,1,0,0.00375,0
550,2013,2018,5,Tettnang,3,0,Mow_chem,1,5,1,1,0,0
551,2013,2018,5,Cascade,1,0,Mow_chem,1,3,1,0,0,0
552,1993,2018,25,Nugget,4,0,Mow_chem,1,2,0,1,0,0
553,1993,2018,25,Nugget,4,1,Mow_chem,1,2,0,1,0.00125,0
554,NA,2018,NA,Centennial,3,0,Chemical,1,3,1,1,0,0
555,2017,2018,1,Cascade,1,1,Chemical,1,2,0,0,0.00875,1
556,2017,2018,1,Strata,1,0,Chemical,1,3,1,0,0,1
557,2016,2018,2,HHA102,2,0,Chemical,1,5,1,1,0,0
558,2016,2018,2,Willamette,3,0,Chemical,1,5,1,1,0,0
559,2016,2018,2,Sterling,3,0,Chemical,1,4,1,1,0,0
560,2016,2018,2,Tettnang,3,0,Mechanic,0,2,0,1,0,0
561,2011,2018,7,Sterling,3,0,Mechanic,0,1,0,1,0,0
562,2016,2018,2,Crystal,0,0,Chemical,1,3,1,0,0,0
563,2009,2018,9,Nugget,4,0,Chemical,1,2,0,1,0,0
564,2016,2018,2,Crystal,0,0,Chemical,1,2,0,0,0,0
565,2015,2018,3,Strata,1,0,Chemical,1,4,1,0,0,0
566,2014,2018,4,Cascade,1,0,Mechanic,0,1,0,0,0,0
567,2014,2018,4,Crystal,0,0,Chemical,1,3,1,0,0,0
568,2014,2018,4,Tettnang,3,0,Chemical,1,3,1,1,0,0
569,2012,2018,6,Santiam,1,0,Chemical,1,3,1,0,0,0
570,2012,2018,6,Centennial,3,0,Chemical,1,3,1,1,0,0
571,2012,2018,6,Centennial,3,0,Mechanic,0,1,0,1,0,0
572,2008,2018,10,Willamette,3,0,Chemical,1,4,1,1,0,0
573,2008,2018,10,Centennial,3,0,Chemical,1,1,0,1,0,0
574,2006,2018,12,Nugget,4,0,Mechanic,0,2,0,1,0,0
575,2000,2018,18,Willamette,3,0,Chemical,1,4,1,1,0,0
576,2002,2018,16,Willamette,3,0,Mechanic,0,1,0,1,0,0
577,2004,2018,14,Willamette,3,0,Chemical,1,5,1,1,0,0
578,2016,2018,2,Citra,2,0,Mechanic,0,3,1,1,0,0
579,2016,2018,2,Simcoe,4,0,Mechanic,0,3,1,1,0,0
580,2016,2018,2,Simcoe,4,1,Mow_chem,1,3,1,1,0.001231527,0
581,2016,2018,2,Centennial,3,0,Mow_chem,1,5,1,1,0,0
582,2015,2018,3,Crystal,0,0,Mow_chem,1,4,1,0,0,0
583,2013,2018,5,Cascade,1,0,Mow_chem,1,3,1,0,0,0
584,2013,2018,5,Simcoe,4,0,Mow_chem,1,2,0,1,0,0
585,2011,2018,7,Magnum,4,0,Mow_chem,1,3,1,1,0,0
586,2010,2018,8,Mt.Hood,2,0,Mow_chem,1,5,1,1,0,0
587,2006,2018,12,Millennium,4,0,Mow_chem,1,2,0,1,0,0
588,2004,2018,14,Sterling,3,0,Notprune,1,5,1,1,0,0
589,2004,2018,14,BrewersGold,4,0,Notprune,1,5,1,1,0,0
590,2004,2018,14,Santiam,1,0,Mow_chem,1,5,1,0,0,0
591,2004,2018,14,Santiam,1,0,Notprune,1,5,1,0,0,0
592,2014,2018,4,Centennial,3,0,Chemical,1,3,1,1,0,0
593,2013,2018,5,Bullion,2,0,Mechanic,0,4,1,1,0,0
594,2013,2018,5,Cascade,1,0,Mechanic,0,3,1,0,0,0
595,2013,2018,5,Tettnang,3,1,Chemical,1,2,0,1,0.00209205,0
596,2013,2018,5,Centennial,3,0,Chemical,1,2,0,1,0,0
597,2012,2018,6,BrewersGold,4,0,Mechanic,0,4,1,1,0,0
598,1994,2018,24,Nugget,4,0,Chemical,1,3,1,1,0,0
599,1991,2018,27,Nugget,4,0,Chemical,1,3,1,1,0,0
600,1988,2018,30,Nugget,4,0,Chemical,1,2,0,1,0,0
601,1988,2018,30,Willamette,3,0,Chemical,1,2,0,1,0,0
602,1984,2018,34,Nugget,4,0,Chemical,1,2,0,1,0,0
603,1984,2018,34,Nugget,4,0,Chemical,1,2,0,1,0,0
604,1981,2018,37,Willamette,3,0,Mechanic,0,1,0,1,0,0
605,2008,2019,11,Nugget,4,0,Mechanic,0,3,1,1,0,0
606,1985,2019,34,Nugget,4,0,Mow_chem,1,2,0,1,0,0
607,1985,2019,34,Nugget,4,0,Mow_chem,1,2,0,1,0,0
608,1985,2019,34,Nugget,4,0,Mow_chem,1,2,0,1,0,0
609,1984,2019,35,Nugget,4,0,Chemical,1,5,1,1,0,0
610,2016,2019,3,Sterling,3,0,Mechanic,0,1,0,1,0,0
611,2014,2019,5,Centennial,3,0,Mechanic,0,4,1,1,0,0
612,2014,2019,5,Chinook,4,0,Mechanic,0,4,1,1,0,0
613,2014,2019,5,Mt.Hood,2,0,Mechanic,0,4,1,1,0,0
614,2014,2019,5,Fuggle,1,0,Chemical,1,4,1,0,0,0
615,2013,2019,6,Fuggle,1,0,Mechanic,0,4,1,0,0,0
616,1997,2019,22,Nugget,4,0,Mechanic,0,1,0,1,0,0
617,1992,2019,27,Nugget,4,0,Mechanic,0,1,0,1,0,0
618,1992,2019,27,Nugget,4,0,Mechanic,0,1,0,1,0,0
619,1991,2019,28,Nugget,4,0,Mechanic,0,1,0,1,0,0
620,2014,2019,5,Nugget,4,0,Mechanic,0,1,0,1,0,0
621,2005,2019,14,Nugget,4,0,Notprune,1,5,1,1,0,0
622,NA,2019,NA,Cascade,1,0,Mechanic,0,1,0,0,0,NA
623,NA,2019,NA,Centennial,3,0,Mechanic,0,1,0,1,0,NA
624,NA,2019,NA,Chinook,4,0,Mechanic,0,1,0,1,0,NA
625,NA,2019,NA,Mt.Hood,2,0,Mechanic,0,1,0,1,0,NA
626,NA,2019,NA,Nugget,4,0,Mechanic,0,3,1,1,0,NA
627,NA,2019,NA,Nugget,4,0,Mechanic,0,3,1,1,0,NA
628,NA,2019,NA,Nugget,4,0,Notprune,1,5,1,1,0,NA
629,NA,2019,NA,Nugget,4,0,Notprune,1,5,1,1,0,NA
630,NA,2019,NA,SuperGalena,5,0,Notprune,1,5,1,1,0,NA
631,NA,2019,NA,Willamette,3,0,Mechanic,0,2,0,1,0,NA
632,NA,2019,NA,Willamette,3,0,Mechanic,0,1,0,1,0,NA
633,1993,2019,26,Nugget,4,0,Chemical,1,2,0,1,0,0
634,1994,2019,25,Nugget,4,0,Mechanic,0,2,0,1,0,0
635,2005,2019,14,Nugget,4,0,Notprune,1,5,1,1,0,0
636,2019,2019,0,Amarillo,3,0,Mow_chem,1,4,1,1,0,0
637,NA,2019,NA,Mt.Hood,2,0,Mechanic,0,1,0,1,0,NA
638,2005,2019,14,Nugget,4,0,Notprune,1,5,1,1,0,0
639,NA,2019,NA,Centennial,3,0,Mechanic,0,1,0,1,0,NA
640,1992,2019,27,Nugget,4,0,Mechanic,0,4,1,1,0,0
641,1989,2019,30,Nugget,4,0,Mechanic,0,2,0,1,0,0
642,1992,2019,27,Nugget,4,0,Mechanic,0,4,1,1,0,0
643,1993,2019,26,Nugget,4,0,Chemical,1,3,1,1,0,0
644,1994,2019,25,Nugget,4,0,Mechanic,0,2,0,1,0,0
645,2005,2019,14,Nugget,4,0,Mechanic,0,4,1,1,0,0
646,2014,2019,5,Amarillo,3,0,Mechanic,0,2,0,1,0,0
647,1991,2019,28,Nugget,4,0,Mechanic,0,1,0,1,0,0
648,1994,2019,25,Nugget,4,0,Mechanic,0,2,0,1,0,0
649,2014,2019,5,Centennial,3,0,Mechanic,0,2,0,1,0,0
650,2015,2019,4,Nugget,4,0,Mechanic,0,4,1,1,0,0
651,2006,2019,13,Nugget,4,0,Mechanic,0,1,0,1,0,0
652,1991,2019,28,Nugget,4,0,Mechanic,0,3,1,1,0,0
653,1992,2019,27,Nugget,4,0,Mechanic,0,4,1,1,0,0
654,NA,2019,NA,Cascade,1,0,Mechanic,0,1,0,0,0,NA
655,2014,2019,5,Golding,4,0,Mechanic,0,3,1,1,0,0
656,2006,2019,13,Nugget,4,0,Mechanic,0,1,0,1,0,0
657,2009,2019,10,Nugget,4,0,Mow_chem,1,4,1,1,0,0
658,2011,2019,8,Cascade,1,0,Mechanic,0,2,0,0,0,0
659,2008,2019,11,Nugget,4,0,Notprune,1,5,1,1,0,0
660,2008,2019,11,Nugget,4,0,Chemical,1,5,1,1,0,0
661,1995,2019,24,Nugget,4,0,Chemical,1,5,1,1,0,0
662,2012,2019,7,BrewersGold,4,0,Notprune,1,5,1,1,0,0
663,1989,2019,30,SuperGalena,5,0,Mechanic,0,2,0,1,0,0
664,2014,2019,5,Centennial,3,0,Notprune,1,5,1,1,0,0
665,2006,2019,13,Nugget,4,1,Mechanic,0,4,1,1,0.0025,0
666,1984,2019,35,Nugget,4,0,Mechanic,0,2,0,1,0,0
667,2013,2019,6,Cascade,1,0,Mechanic,0,4,1,0,0,0
668,2013,2019,6,Tettnang,3,1,Chemical,1,3,1,1,0.0025,0
669,1995,2019,24,Nugget,4,0,Mechanic,0,3,1,1,0,0
670,1991,2019,28,Nugget,4,0,Mechanic,0,4,1,1,0,0
671,2011,2019,8,Centennial,3,0,Mechanic,0,3,1,1,0,0
672,2014,2019,5,SorachiAce,3,0,Mechanic,0,2,0,1,0,0
673,1984,2019,35,Nugget,4,0,Notprune,1,5,1,1,0,0
674,1995,2019,24,Nugget,4,0,Mechanic,0,3,1,1,0,0
675,1988,2019,31,Willamette,3,0,Mechanic,0,3,1,1,0,0
676,1995,2019,24,Nugget,4,0,Mechanic,0,3,1,1,0,0
677,1995,2019,24,Nugget,4,0,Mechanic,0,3,1,1,0,0
678,2016,2019,3,Delta,3,0,Mechanic,0,4,1,1,0,0
679,1984,2019,35,Nugget,4,0,Notprune,1,5,1,1,0,0
680,1988,2019,31,Nugget,4,0,Mechanic,0,1,0,1,0,0
681,1991,2019,28,Nugget,4,1,Notprune,1,5,1,1,0.0025,0
682,2018,2019,1,SuperGalena,5,0,Mechanic,0,3,1,1,0,1
683,2006,2019,13,Nugget,4,0,Notprune,1,5,1,1,0,0
684,1983,2019,36,Nugget,4,0,Notprune,1,5,1,1,0,0
685,1983,2019,36,Nugget,4,0,Notprune,1,5,1,1,0,0
686,1983,2019,36,Nugget,4,0,Notprune,1,5,1,1,0,0
687,2019,2019,NA,Experimental,NA,0,Notprune,1,5,1,NA,0,NA
688,2014,2019,5,Bullion,2,0,Notprune,1,5,1,1,0,0
689,1981,2019,38,Willamette,3,0,Notprune,1,5,1,1,0,0
690,2008,2020,12,Nugget,4,0,Mow_chem,1,2,0,1,0,0
691,1985,2020,35,Nugget,4,0,Mow_chem,1,2,0,1,0,0
692,2006,2020,14,Nugget,4,0,Mow_chem,1,1,0,1,0,0
693,2019,2020,1,Amarillo,3,0,Mechanic,0,1,0,1,0,1
694,2016,2020,4,Sterling,3,0,Mechanic,0,1,0,1,0,0
695,2014,2020,6,Golding,4,0,Mechanic,0,2,0,1,0,0
696,2014,2020,6,Centennial,3,0,Mechanic,0,1,0,1,0,0
697,2014,2020,6,Mt.Hood,2,0,Mechanic,0,1,0,1,0,0
698,2020,2020,0,Citra,2,0,Mechanic,0,3,1,1,0,0
699,2020,2020,0,Mosaic,1,0,Mechanic,0,3,1,0,0,0
700,2019,2020,1,Citra,2,0,Mechanic,0,1,0,1,0,1
701,2019,2020,1,Strata,1,0,Chemical,1,1,0,0,0,1
702,2013,2020,7,Cascade,1,0,Mechanic,0,1,0,0,0,0
703,1993,2020,27,Nugget,4,0,Mechanic,0,2,0,1,0,0
704,2009,2020,11,Nugget,4,0,Mechanic,0,1,0,1,0,0
705,1992,2020,28,Nugget,4,0,Mechanic,0,1,0,1,0,0
706,1991,2020,29,Nugget,4,0,Mechanic,0,1,0,1,0,0
707,2014,2020,6,Nugget,4,0,Mechanic,0,3,1,1,0,0
708,1994,2020,26,Nugget,4,0,Mechanic,0,1,0,1,0,0
709,1991,2020,29,Nugget,4,0,Mechanic,0,3,1,1,0,0
710,2005,2020,15,Nugget,4,0,Notprune,1,5,1,1,0,0
711,NA,2020,NA,Cascade,1,0,Mechanic,0,1,0,0,0,NA
712,NA,2020,NA,Cascade,1,0,Mechanic,0,1,0,0,0,NA
713,NA,2020,NA,Centennial,3,0,Mechanic,0,5,1,1,0,NA
714,NA,2020,NA,Centennial,3,0,Mechanic,0,1,0,1,0,NA
715,NA,2020,NA,Chinook,4,0,Notprune,1,5,1,1,0,NA
716,NA,2020,NA,Mt.Hood,2,0,Mechanic,0,1,0,1,0,NA
717,NA,2020,NA,Mt.Hood,2,0,Notprune,1,5,1,1,0,NA
718,NA,2020,NA,Nugget,4,0,Notprune,1,5,1,1,0,NA
719,NA,2020,NA,Nugget,4,0,Notprune,1,5,1,1,0,NA
720,NA,2020,NA,Nugget,4,0,Notprune,1,5,1,1,0,NA
721,NA,2020,NA,Nugget,4,0,Notprune,1,5,1,1,0,NA
722,NA,2020,NA,Willamette,3,0,Mechanic,0,1,0,1,0,NA
723,1984,2020,36,Nugget,4,0,Notprune,1,5,1,1,0,0
724,1994,2020,26,Nugget,4,0,Mechanic,0,1,0,1,0,0
725,1997,2020,23,Nugget,4,0,Mechanic,0,1,0,1,0,0
726,2015,2020,5,Nugget,4,0,Mechanic,0,4,1,1,0,0
727,2014,2020,6,Centennial,3,0,Chemical,1,1,0,1,0,0
728,1992,2020,28,Nugget,4,0,Mechanic,0,2,0,1,0,0
729,2005,2020,15,Nugget,4,0,Mechanic,0,4,1,1,0,0
730,2013,2020,7,Fuggle,1,0,Mechanic,0,2,0,0,0,0
731,NA,2020,NA,SuperGalena,5,0,Notprune,1,5,1,1,0,NA
732,2006,2020,14,Nugget,4,0,Mow_chem,1,1,0,1,0,0
733,1989,2020,31,Nugget,4,0,Mechanic,0,1,0,1,0,0
