Unique_ID,Planting_Year,Year,Yard_Age,Variety,Variety_Susceptibility,FS_Binary,Pruning_Type,Mech_Prune,Pruning_Quality,Poor_Prune,Suscept_Binary,Flagshoots,Second_Year
734,2014,2020,6,Fuggle,1,0,Mechanic,0,1,0,0,0,0
735,1991,2020,29,Nugget,4,0,Mechanic,0,1,0,1,0,0
736,2014,2020,6,Centennial,3,1,Notprune,1,5,1,1,0.00125,0
737,1992,2020,28,Nugget,4,0,Mechanic,0,1,0,1,0,0
738,1984,2020,36,Nugget,4,0,Mechanic,0,5,1,1,0,0
739,2006,2020,14,Nugget,4,0,Mechanic,0,4,1,1,0,0
740,1985,2020,35,Nugget,4,0,Mow_chem,1,2,0,1,0,0
741,2014,2020,6,Amarillo,3,1,Mechanic,0,1,0,1,0.0025,0
742,1994,2020,26,Nugget,4,0,Mechanic,0,1,0,1,0,0
743,1992,2020,28,Nugget,4,0,Mechanic,0,1,0,1,0,0
744,2014,2020,6,Chinook,4,0,Mechanic,0,1,0,1,0,0
745,1992,2020,28,Nugget,4,0,Mechanic,0,1,0,1,0,0
746,1995,2020,25,Nugget,4,0,Mechanic,0,1,0,1,0,0
747,2016,2020,4,Delta,3,0,Mechanic,0,1,0,1,0,0
748,NA,2020,NA,Willamette,3,0,Mechanic,0,1,0,1,0,NA
749,2005,2020,15,Nugget,4,0,Notprune,1,5,1,1,0,0
750,1995,2020,25,Nugget,4,0,Mechanic,0,3,1,1,0,0
751,1995,2020,25,Nugget,4,0,Notprune,1,5,1,1,0,0
752,2005,2020,15,Nugget,4,0,Notprune,1,5,1,1,0,0
753,2011,2020,9,Cascade,1,0,Mechanic,0,2,0,0,0,0
754,1985,2020,35,Nugget,4,0,Mow_chem,1,2,0,1,0,0
755,1984,2020,36,Nugget,4,0,Mechanic,0,2,0,1,0,0
756,2019,2020,1,Citra,2,0,Notprune,1,5,1,1,0,1
757,2014,2020,6,SorachiAce,3,0,Mechanic,0,1,0,1,0,0
758,2011,2020,9,Centennial,3,1,Notprune,1,5,1,1,0.00125,0
759,1991,2020,29,Nugget,4,0,Mechanic,0,2,0,1,0,0
760,1988,2020,32,Willamette,3,0,Mechanic,0,1,0,1,0,0
761,2008,2020,12,Nugget,4,0,Notprune,1,5,1,1,0,0
762,2008,2020,12,Nugget,4,0,Notprune,1,5,1,1,0,0
763,1988,2020,32,Nugget,4,0,Mechanic,0,1,0,1,0,0
764,2012,2020,8,Nugget,4,1,Notprune,1,5,1,1,0.00125,0
765,2019,2020,NA,Experimental,NA,0,Mechanic,0,NA,NA,NA,0,1
766,2014,2020,6,Bullion,2,0,Notprune,1,5,1,1,0,0
767,1994,2020,26,Nugget,4,0,Notprune,1,5,1,1,0,0
